Name,Year,Director,خفن,Type,Animation,Comment,URL,Casts
Minari,2020,Lee Isaac Chung,,Movie,IsNot,,https://www.imdb.com//title/tt10633456/?ref_=fn_al_tt_1,"Alan Kim, Yeri Han, Noel Cho, Steven Yeun, Darryl Cox, Esther Moon, Ben Hall, Eric Starkey, Will Patton, Youn Yuh-jung, Jacob M Wade, James Carroll, Jenny Phagan, Tina Parker, Chloe Lee, Joel Telford, Scott Haze, Kaye Brownlee-France, Skip Schwink, Tea Oh"
Mistres America,2015,Noah Baumbach,,Movie,IsNot,,https://www.imdb.com//title/tt2872462/?ref_=fn_al_tt_1,"Lola Kirke, Shana Dowdeswell, Shelby Rebecca Wong, Alfred Macadam, Amy Warren, Sharon Washington, Morgan Lynch, Andrea McKinnon, Shoba Narayan, Kathryn Erbe, Jasmine Cephas Jones, Matthew Shear, Colin Stokes, Juliet Brett, Gretchen Young, Greta Gerwig, David Longstreth, Amber Coffman, Steve Marion, Michael Johnson, Nat Baldwin, Rebecca Naomi Jones, Mickey Sumner, Mary Beth Minthorn, Clare Foley, Rebecca Henderson, Kareem Williams, Frank Iacuzzo, Dean Wareham, Heather Lind, Jessie Austrian, Taryn Simon, Casey Lee Atre, Adrea Teasdale, Cindy Cheung, Marina Ayala, Seth Barrish, Michael Chernus, Amanda Gates-Elston"
Mother,2017,Darren Aronofsky,,Movie,IsNot,,https://www.imdb.com//title/tt5109784/?ref_=fn_al_tt_1,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer, Brian Gleeson, Domhnall Gleeson, Jovan Adepo, Amanda Chiu, Patricia Summersett, Eric Davis, Raphael Grosz-Harvey, Emily Hampshire, Abraham Aronofsky, Luis Oliva, Stephanie Ng Wan, Chris Gartin, Stephen McHattie, Ambrosio De Luca, Gregg Bello, Arthur Holden, Henry Kwok, Alex Bisping, Koumba Ball, Robert Higden, Elizabeth Neale, Kristen Wiig, Scott Humphrey, Marcia Jean Kurtz, Anton Koval, Carolyn Fe, Anana Rydvald, Cristina Rosato, Pierre Simpson, Mylene Savoie, Gitz Crazyboy, Shaun O'Hagan, Sabrina Campilii, Stanley B. Herman, Mizinga Mwinga, Genti Bejko, Andreas Apergis, Julianne Jain, Julien Irwin Dupuy, Bronwen Mantel, Amanda Warren, Mason Franklin, Laurence Leboeuf, Sarah-Jeanne Labrosse"
Move 43,2013,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk",,Movie,IsNot,,https://www.imdb.com//title/tt1333125/?ref_=fn_al_tt_1,"Dennis Quaid, Greg Kinnear, Common, Charlie Saxton, Will Sasso, Odessa Rae, Seth MacFarlane, Mike Meldman, Hugh Jackman, Kate Winslet, Julie Claire, Katie Finneran, Roy Jenkins, Rocky Russo, Anna Madigan, Jeremy Allen White, Liev Schreiber, Naomi Watts, Alex Cranmer, Julie Ann Emery, Austin Cope, Anna Faris, Chris Pratt, J.B. Smoove, Jarrad Paul, Maria Arcé, Aaron LaPlante, Kieran Culkin, Emma Stone, Arthur French, Josh Shuman, Cathy Cliften, Cherina Monteniques Scott, Richard Gere, Kate Bosworth, Jack McBrayer, Aasif Mandvi, Zach Lasry, Darby Lynn Totten, Marc Ambrose, Justin Long, Jason Sudeikis, Uma Thurman, Bobby Cannavale, Kristen Bell, John Hodgman, Leslie Bibb, Will Carlough, Katrina Bowden, Phil Crowley, Ed Blythe, Olivia Roberts Payne, Monique Delee, Julie McNiven, Jaron Henrie-McCrea, Sebastian Banes, Severyn Banes, Rightor Doyle, Raven Burnett, Montana Byrne, Jarrett Carter, Phillip Michaels, Christopher Mintz-Plasse, Chloë Grace Moretz, Patrick Warburton, Jimmy Bennett, Matt Walsh, Coleen Hoffman, Elbe Van Der Merwe, Gerard Butler, Seann William Scott, Johnny Knoxville, Esti Ginzburg, Halle Berry, Stephen Merchant, Sayed Badreya, Nicole Polizzi, Caryl West, Ricki Lander, Paloma Felisberto Bilson, Jasper Grey, Benny Harris, Zen Gesner, Terrence Howard, Aaron Jennings, Jared Dudley, Corey Brewer, Larry Eugene Sanders II, Jay Ellis, Brian Flaccus, Brett Davern, Evan Dumouchel, Sean A. Rosales, Logan Holladay, Mandy Kowalski, Eric Stuart, Elizabeth Banks, Josh Duhamel, Emily Alyn Lind, Michelle Gunn, Christina Linhardt"
Mr Nobody,2009,Jaco Van Dormael,,Movie,IsNot,,https://www.imdb.com//title/tt0485947/?ref_=fn_al_tt_1,"Jared Leto, Sarah Polley, Diane Kruger, Linh-Dan Pham, Rhys Ifans, Natasha Little, Toby Regbo, Juno Temple, Clare Stone, Thomas Byrne, Audrey Giacomini, Laura Brumagne, Allan Corduner, Daniel Mays, Michael Riley, Harold Manning, Emily Tilson, Roline Skehan, Anders Morris, Pascal Duquenne, Noa De Costanzo, David Schaal, Nathan Boydell, Laurent Capelluto, Harry Cleven, Vincent Dupont, Jenna Wheeler-Hughes, Valérie-Marie Chadelaud, Andrew Simms, Stéphane Thiry, Bruno Verstraete, Alice van Dormael, Juliette Van Dormael, Tedd Dillon, Melanie Doerr, Talya Rubin, Vito DeFilippo, Corey Cleve Bentivegna, Sandrine Laroche, Olivier Bony, Laura Van Hove, Jack Proudlove, Marc Zinga, Martin Swabey, Philippe Godeau, Sarah Gravel, John Canoe, Donna Jacobs, Fujio Ishimaru, Robin Carette, Léa Thonus, Anaïs Van Belle, Hugo Harold-Harrison, Sylvie Olivé, Stéphane Taillasson, Jules Taillasson, Jan Hammenecker, Serge Larivière, Leni Parker, Katharina Pejcic, Alexander Türk, Tanya Trombetta, Ben Mansfield, Charlotte 'Lola' Pauwels, Daniel Brochu, Louise Sophia Engel, Aaron Landt, Christelle Cornil, Tawny Andersen, Christophe Beaucarne, Jules Eerdekens, Philippe Levy, Renaud Alcalde, Dominique Warnier, Catherine Demaiffe, Jaco Van Dormael, Pierre Chaves, Nicholas Beveney, David Kennedy, Josselin Moinet, Virginie Bordes, Carlo Mestroni, Nicolas Ross, Marie-Ève Beauregard, Manfred Andrae, Thi-Mai Nguyen, John Churchill, Valentijn Dhaenens, Michèle-Anne De Mey, Gaspard Pauwels, Clayton Nemrow, Brian Wrench, Dietmar Rüttiger, Valentina Dolla, Aloise Duponcheel, Bill Corday, Rob Burns, Vanya Rose, Sam Jaramillo, Milo Bouquelle, Logan Mothanal"
Nightcrawler,2014,Dan Gilroy,,Movie,IsNot,,https://www.imdb.com//title/tt2872718/?ref_=fn_al_tt_1,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton, James Huang, Kent Shocknek, Pat Harvey, Sharon Tay, Rick Garcia, Leah Fredkin, Bill Seward, Rick Chambers, Holly Hannula, Jonny Coyne, Nick Chacon, Kevin Dunigan, Eric Lange, Alex Ortiz Jr., Carolyn Gilroy, Kevin Rahm, Ann Cusack, Rene Russo, Kiff VandenHeuvel, Christina de Leon, Juan M. Fernández, Riz Ahmed, Dig Wayne, Myra Turley, Merritt Bailey, Lisa Remillard, Jamie McShane, Manuel Lujan, Christopher Wolfe, Michael Hyatt, Price Carson"
No Country for Old men,2007,"Ethan Coen, Joel Coen",,Movie,IsNot,,https://www.imdb.com//title/tt0477348/?ref_=fn_al_tt_1,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love, Eduardo Antonio Garcia, Gene Jones, Myk Watford, Boots Southerland, Kathy Lamkin, Johnnie Hector, Margaret Bowman, Thomas Kopache, Jason Douglas, Doris Hargrave, Rutherford Cravens, Matthew Posey, George Adelo, Mathew Greer, Trent Moore, Marc Miles, Luce Rains, Philip Bentham, Erik V. Reeves, Josh Meyer, Chris Warner, Brandon Smith, Roland Uribe, Richard Jackson, Josh Blaylock, Caleb Landry Jones, Dorsey Ray, Angel H. Alvarado Jr., David A. Gomez, Milton Hernandez, John Mancha"
Nomadland,2021,Chloé Zhao,,Movie,IsNot,,https://www.imdb.com//title/tt9770150/?ref_=fn_al_tt_1,"Frances McDormand, Gay DeForest, Patricia Grier, Linda May, Angela Reyes, Carl R. Hughes, Douglas G. Soul, Ryan Aquino, Teresa Buchanan, Karie Lynn McDermott Wilder, Brandy Wilber, Makenzie Etcheverry, Bob Wells, Annette Webb, Rachel Bannon, Charlene Swankie, David Strathairn, Bryce Bedsworth, Sherita Deni Coker, Merle Redwing, Forrest Bault, Suanne Carlson, Donnie Miller, Roxanne Bay, Matt Sfaelos, Ronald O. Zimmerman, Derek Endres, Paige Dean, Paul Winer, Derrick Janis, Greg Barber, Carol Anne Hodge, Matthew Stinson, Terry Phillip, Bradford Lee Riza, Tay Strathairn, Cat Clifford, James R. Taylor Jr., Jeremy Greenman, Ken Greenman, Melissa Smith, Warren Keith, Jeff Andrews, Paul Cunningham, Emily Jade Foley, Mike Sells, Peter Spears, Cheryl Davis, Kyler Anderson, Nicole Anderson, Sophia Anderson, Miranda Andrew, Collin Andrew, Everly Andrew, Bennett Andrew, Asher Andrew, Megan Bachmann, Brad Barker, Ruth Barnett, Kim Bartling, Dean Bender, Pauline Besson, Royce Big Boy, John Brockelsby, James Calhoon, Aidan Carl, Melanie Carl, Mary Caulderon, Arlen Clairmont, Michael DeLauder, Steven DeWolfe, Nathan Dubray, Bruce Dunker, Marsha Eisenbraun, Walter Elff, Lee Eskin, Ashlee Fears, Sydnee Ferguson, Marvie Ferguson, Chris Freinstad, Helene Gaddie, Waylon Gaddie, Anthony Garnette, Ned Geigle, Neva Hamann, Christian Haugo, Jill Haugo, Caroline Haugo, Catherine Haugo, Christina Hertel, Kayleigh Heiss, Kevin Hunter, Sean Huxtable, Lyndone Iron Rope, Blaze Iron Rope, Nalayah Janis, Melody Janis, Thunder Lee Janis, Layla Janis, Jacoby Johns, Martin Kachulachki, Hillary Kahler, John Kahler, Fiona Kahler, Gabe Kahler, Dane Kahler, Yeva Kahler, Winter Kills Straight, Natalya Kornblum-Laudi, Tanner Langdeau, Kassandra Linn, Kathleen Maguire, Appoloney Martin, Melody Martin, Sue Michels, Caitlin Monahan, Deirdre Monahan, Larry Noble, Paul Ogren, Matt Olson, Miroslav Pashalisvi, Sacha Piscuskas, Whitney Pourier, Nick Reittinger, Shanice Roberts, Mary Roland, Alexa Roland, Amara Roland, Kara Sitting Up, Joshua Strandell, Ramona Tibbitts, Roland Traverny, Rae Dawn Tuttle, Drelyn Tuttle, Amiyah Tuttle, Michael Twiss Jr., Melonia Two Hearts, Tsu-Hao Wang, Kari Welsh, Anita Williams, David Yahne, Whitney Zenk, Michael Albaugh, Michael Amaya, Terry Bird, Brandon Byers, Erik Cazares, Josephine Chang-Olenick, Shiela Clemens, Hallie Clemens, Kaitlynn Devoss, Migdahi Garcia, Lorie Greenman, Honorio Guzman, Patrick Harton, John Helton, Matthew Hessler, John Hessler, Dominick Hoffa, Eric Indermill, Cheryl Kaman, Randy Kane, Daniel Lerma, Fugin Liu, Maria Martinez, Rosalba Martinez, Joselyn Martinez, Julian Maxwell, Rudy Mendoza, Lorenzo Mendoza, Alfredo Ortiz, Margaret Piazza-Franklin, Robin Redfield, Frank Rogers, Thomas Sanchez, Matt Sanchez, Molleigh Valdez, Michael Vigh, Tao Wen, Floyd Beatty, Christina Brower, George Corning, Kirt DeForest, Jonathan Drawdy, Nathan Drawdy, Aubrey Etcheverry, Steve Fecht, Daniel Grier, Nick Lundstrom, Katherine Motsinger, Blanche Nonken, Carolyn Russell, Steven Wilson, Nancy Akerson, David Ainley, Eileen Allen, Rebecca Ancira, Jacobb Andelin, Mariet Andrews, Anthony Battaglia, Karen Battaglia, Nancy Baumeister, Ausia Berger, Phyllis Bickford, Josh Brink, Samantha Brink, Michael R. Brown, Jessica Bruder, David Carlson, Deborah Carvalho, Karen Christ, Alan Christensen, Keegan Colter, Brenda Cordray, Dan Cordray, Jerald Cox, Nelda L. Cox, Jett Cunningham, Quinn Cunningham, Terra L. Cunningham, Michael DeCoster, Silvianne K. Delmars, Jennifer Derge, Debra S. Dickinson, Jamie Dimon, Jeremy Domire, Austin Drury, Lavonne Ellis, Gary Fallon, Cindy Fixter, V.J. Flanary, Wendy Flesch, John S. Gallegos, Brian D. Gifford, Michael Gilbert, Max Gorkiewicz, Margaret Gorkiewicz, Robyn L. Gorkiewicz, Gary E. Green, Dawn Harkness, Angela Harmon, Rayaline J. Hartsock, Mark Hendrickson, Adrian Hernandez, James R. Heth, Carolyn R. Higgins, Bobby Hill, Deborah Hoak, David Humbert, Ivan Juhl, Jolene Juhl, Richard Anton Kral, Ginger Lauss, Anja McGuire, Bob McGuire, Jerry McInroe, Vern McPherson, Lois Middleton, Julia Moburg, Shannone L. Niedjadlo, James S. Niedjadlo, Rick Oberreuter, Jerry Ott, William C. Rosser, Doug Rykerd, Rebecca Schade, Adrianus Schafgans, Robert South, R.A. St. Louis, Theresa Storzieri, Jerry L. Stovall, Allie Storm, Brooke A. Storm, Miriam Storm, Audra Straus, Collin P. Straus, Jordan Straus, Lily Straus, Julian Straus, David H. Swanson, Laurie Theodorou, Tracy Trana, Randy Vining, Dan Weaver, D. Roxane Whalley, Laureen Wilde, Aiden Wilde, Robert P. Witham, Kenneth Woods, Bev Wooley, Merrill Zachary, Carl Zukas, Margarita Ayala, Amy K. Barba, Michelle Chavez, Crystal Cornillez, Hector Delgado, Mimi Duvigneaud, Berenice Gutierrez, Ashley Henry, John Lemelin, Michelle Leonard, Daniel Mills, Jennifer Nagger, Lamthach Nguyen, Pamela R. Parran, James Penner, Candice Quintana, Arshad Rahaman, Shannon Rethaford, Lauren Rogers, Sergio Sanchez, Aaron Sawyer"
Nothing To Hide,2018,Fred Cavayé,,Movie,IsNot,,https://www.imdb.com//title/tt7489816/?ref_=fn_al_tt_1,"Bérénice Bejo, Suzanne Clément, Stéphane De Groodt, Vincent Elbaz, Grégory Gadebois, Doria Tillier, Roschdy Zem, Fleur Fitoussi, Tassadit Mandi, Méline Ouamar, Sabri Ouamar, Cosette Briand, Gabriel Briand, Dorothée Tavernier, Alain Berlioux, Stéphane Grossi, Eric de Montalier, Pierre Benoist, Caroline Nolot"
Now you see me,2013,Louis Leterrier,,Movie,IsNot,,https://www.imdb.com//title/tt1670345/?ref_=fn_al_tt_1,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher, Dave Franco, Mélanie Laurent, Morgan Freeman, Michael Caine, Michael Kelly, Common, David Warshofsky, José Garcia, Jessica Lindsey, Caitríona Balfe, Stephanie Honoré, Stanley Wong, Laura Cayouette, Douglas M. Griffin, Adam Shapiro, J. LaRose, Justine Wachsberger, Christian Gazio, Benoit Cransac, Conan O'Brien, Samantha Beaulieu, Odessa Feaster, Shannon Hand, Nicki Daniels Jr., Wendy Miklovic, Brad Abrell, Randy Rousseau, Hunter Burke, Brian Tucker, Teddy Cañez, Joe Chrest, Kerry Cahill, Diego Miró, Adella Gautier, Han Soto, Jaren Mitchell, Scott Shilstone, Zac Waggener, Caleb Michaelson, Anthony Molinari, Griff Furst, Katheryn Swann, Kevin Roy, Kenneth Herrington, Andy Ryan, Erik Blake, Tarek Isham, Alynda Segarra, Cathrine Cavazos, Sam Doores, Catherine Kim Poon, Michael Hartson"
Now You See Me 2,2013,Jon M. Chu,,Movie,IsNot,,https://www.imdb.com//title/tt3110958/?ref_=fn_al_tt_1,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco, Daniel Radcliffe, Lizzy Caplan, Jay Chou, Sanaa Lathan, Michael Caine, Morgan Freeman, David Warshofsky, Tsai Chin, William Henderson, Richard Laing, Henry Lloyd-Hughes, Brick Patrick, Zach Gerard, Ben Lamb, Fenfen Huang, Aaron Ly, Cyd Casados, Jem Wilner, James Richard Marshall, Alexa Brown, Karl McMillan, Jim Pirri, Christopher Logan, Varada Sethu, Michael Walters, Justine Wachsberger, Simon Connolly, Dino Fetscher, Martin Delaney, Nichole Bird, Danielle Bird, Michael Cooke, John Cooke, Greg McKenzie, Michael McKenzie, Tai Yin Chan, Bruce Chong, Missy Malek, Krystal Ellsworth, Jessica Lee Keller, Krysada Phounsiri, Luis Rosado, Karl Hussain, Savannah Guthrie"
Number 23,2016,Joel Schumacher,,Movie,IsNot,,https://www.imdb.com//title/tt0481369/?ref_=fn_al_tt_1,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston, Lynn Collins, Rhona Mitra, Michelle Arthur, Mark Pellegrino, Paul Butcher, David Stifel, Corey Stoll, Ed Lauter, Troy Kotsur, Walter Soo Hoo, Patricia Belcher, Rudolph Willrich, John Fink, Julie Remala, Tara Karsian, Kerry Hoyt, Jennifer Lee Grafton, Tom Lenk, Ka'ramuu Kush, Helen Jordan, Eddie Rouse, Lesli Margherita, Maile Flanagan, Bob Zmuda, Susan Kitchen, Coier Amerson, Michael Hurley, Donna G. Earley, Shannon Gayle Hurd"
Oceans 8 2018,2018,Gary Ross,:D,Movie,IsNot,,https://www.imdb.com//title/tt5164214/?ref_=fn_al_tt_1,"Sandra Bullock, Griffin Dunne, Deidre Goodwin, Daniella Rabbani, Brian J. Carter, Gemma Forbes, Katherine Hozier-Adams, Freddy J. Davila, Francesca Calo, Cate Blanchett, Midori Francis, Elliott Gould, Richard Armitage, Charlotte Kirk, Anne Hathaway, Linda Atkinson, Sas Goldberg, Steven Hauck, David Gibson, Craig Waletzko, Helena Bonham Carter, Alexandre De Betak, Mindy Kaling, Naheed Khan, Rihanna, Dakota Fanning, Whitney White, Awkwafina, Will Stephen, Sarah Paulson, Timothy Woods, Talia Cuomo, Charles Prendergast, Richard Robichaux, Alexander Blaise, Asher Bailey, Brian Anthony Wilson, Damian Young, Gideon Glick, James Hindman, Eaddy Kiernan, David Little, Liana Wright-Mark, Christopher Batyr, Clark Carmichael, Nancy Lemenager, Bianca LaVerne Jones, McNally Sagal, Caitlin Mehner, James Biberi, Migs Govea, Nathanya Alexander, Natasha Harper, Shannon Freyer, Grant Hyun, Tatiana Spottiswoode, Edward Barsamian, Whit Anderson, Conor Donovan, Michael Gandolfini, Jimmy Kieffer, Kevin Dotcom Brown, James Corden, Marlo Thomas, Dana Ivey, Mary Louise Wilson, Elizabeth Ashley, Simon Feil, Suzanne Jaehne, Doug Yasuda, Robert G. McKay, Soraya Butler, Jill Marie Lawrence, Daniel May Wong, Waris Ahluwalia, Lily Aldridge, Hailey Bieber, Dennis Basso, Derek Blasberg, Andrew Bolton, Hamish Bowles, Leon Bridges, Cindy Bruna, Common, Desiigner, Anna Ewers, Tonne Goodman, Wes Gordon, Prabal Gurung, Gigi Hadid, Matt Harvey, Dee Ocleppo, Tommy Hilfiger, Kendall Jenner, Kylie Jenner, Kim Kardashian, Jaime King, Aerin Lauder, Adriana Lima, Nick Mangold, John McEnroe, Wendi Murdoch, Olivia Munn, Kimberly Pauley, Rainey Qualley, Sofia Richie, Amy Robach, Sofia Sanchez de Betak, Maria Sharapova, Jonathan Simkhai, Alexander Wang, Liu Wen, Serena Williams, Anna Wintour, Cameron Winklevoss, Tyler Winklevoss, Georgia Witkin, Jason Wu, Zac Posen"
Palm Spring,2020,Max Barbakow,:D,Movie,IsNot,,https://www.imdb.com//title/tt9484998/?ref_=fn_al_tt_1,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher, Meredith Hagner, Camila Mendes, Tyler Hoechlin, Chris Pang, Jacqueline Obradors, June Squibb, Tongayi Chirisa, Dale Dickey, Conner O'Malley, Jena Friedman, Brian Duffy, Martin Kildare, Lilli Birdsell, Ryan Sturz, Clifford V. Johnson, Calki Garcia, Michelle Johnston, Isla Sellers, Matt Smith, Becky Sloviter, Jake Smith, Noah Smith"
Parasite,2019,Bong Joon Ho,*,Movie,IsNot,,https://www.imdb.com//title/tt6751668/?ref_=fn_al_tt_1,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-sik, Park So-dam, Lee Jeong-eun, Jang Hye-jin, Park Myeong-hoon, Jung Ji-so, Jung Hyun-jun, Park Keun-rok, Jung Yi-seo, Jo Jae-myeong, Jung Ik-han, Kim Kyu-baek, Hwang In-kyung, Ahn Seong-bong, Kim Jin-hyung, Yoon Young-woo, JaeWook Park, Kang Hyun-gyu, Seo Hee-young, Lee Dong-yong, Ahn Jin-sang, Jeong Ah-reum, Kim Jung-woo, Kim Geon, Joo-hyung Lee, Jung Jae-hoon, Yang Sun-young, Lee Lu-a, Lee Sang-kyung, Lee Ji-hye, Kim Bo-ryoung, Kim I-seul, Kim Hyea-ryun, Kim Young-jo, Kim Sung-joon, Kim Sung-su, Kim Ha-eun, Park Mi-ae, Park Hye-sook, Baik Seung-hwan, Park Jae-wan, Park Ga-bin, Seol Min, Seo Han-gyeol, Oh Mu-yong, Lee Si-hoo, Lee In-kyung, Lee Si-eun, Lee Do-woon, Oh Byeol-ha, Kim Yooin, Yu Chae-ryeon, Jang Ye-won, Jung Se-hyun, Jeong Il-hwa, Ji-yeon, Ji Hye-yeong, Je Seung-hyun, Choi Ji-won, Hee Ha-woun, Riccardo Ferraresso, Choi Jeong-hyun, Go Gwan-jae, Lee Si-hoon, Seo Pok-hyun, Shim Su-mi, Yoon Hye-ri, Baek Dong-hyeon, Jang Ji-woo, Andreas Fronk, Anna Elisabeth Rihlmann, Melinda McDonald, Sean Thomas, Rosie Peralta, Lee Eun-hee, Kim Se-in, Han Mi-ja, Ju Su-ji, Shin Seung-min, Gamja, Mangchi, Mungchi, Park Seo-joon, Kwak Sin-ae, Mark Siegmund, Katrin Maurer"
Patch Adams,1998,Tom Shadyac,,Movie,IsNot,,https://www.imdb.com//title/tt0129290/?ref_=fn_al_tt_1,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman, Bob Gunton, Josef Sommer, Irma P. Hall, Frances Lee McCain, Harve Presnell, Daniella Kuhn, Peter Coyote, James Greene, Michael Jeter, Harold Gould, Bruce Bohne, Harry Groener, Barry Shabaka Henley, Steven Anthony Jones, Richard Kiley, Douglas Roberts, Ellen Albertini Dow, Alan Tudyk, Ryan Hurst, Peter Siteri, Don West, Domenique Lozano, Ralph Peduto, Ken Hoffman, Roy Conrad, Jay Jacobus, Dot-Marie Jones, Geoff Fiorito, Samuel Sheng, Kathleen Stefano, Piers Mackenzie, Alex Gonzalez, Ismael 'East' Carlo, Jake Bowen, Cameron Brooke Stanley, Jamieson Downes, Jena Marie Thomas, Wesley G. Haines, Aaron Alexander, Amadeius Cheadle, David Cooper, Peter Idiart, Tim Johnson, Kate Keith, Alberto Rocha, Domonique Tate, Joseph Trefry, Richard Silberg, William Joseph Scharff, James Anthony Cotton, Michael X. Sommers, Howard Allison Williams, David Fine, James Carraway, J. Stephen Coyle, Wanda McCaddon, Wanda Christine, Lorri Holt, Stephanie Smith, Mary DeLorenzo, Vivis Colombetti, Donna Kimball, Norman Alden, Lydell M. Cheshier, Diane Amos, Sonya Eddy, Kelvin Han Yee, Doreen Foo Croft, Bill Roberson, Randy Oglesby, Vilma Vitanva, Bonnie Johnson, Helen Tourtillott, Christine Pineda, Karen Ann Pavlick, James Allen, Katherine Fitzhugh, Kyle Timothy Smith, Jonathan Holder, Renee Rogers, Shannon Orrock, Don Rizzo, George Lee, Dan Hannafin, Roger W. Durrett, Richard C. Adkins, Ralph David Westfall, Bob Feaster, Thom McIntyre, Alfred Salley, Michael Stanton Kennedy"
Peaceful Warrior,2006,Victor Salva,,Movie,IsNot,,https://www.imdb.com//title/tt0438315/?ref_=fn_al_tt_1,"Scott Mechlowicz, Nick Nolte, Amy Smart, Tim DeKay, Ashton Holmes, Paul Wesley, B.J. Britt, Agnes Bruckner, Tom Tarantini, Beatrice Rosen, Ray Wise, Scott Caudill, Matthew Prater, Bart Conner, Jimmy Bradley, Dan Millman, Steve Talley, Tom Costello, Karen Landry, Rob Moran, Chad Nadolski, Neil Furuno, Charles Grisham, Tyler Vogt"
Phantom Thread,2017,Paul Thomas Anderson,,Movie,IsNot,,https://www.imdb.com//title/tt5776858/?ref_=fn_al_tt_1,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono, Sue Clark, Joan Brown, Harriet Leitch, Dinah Nicholson, Julie Duck, Maryanne Frost, Elli Banks, Amy Cunningham, Amber Brabant, Geneva Corlett, Juliet Glaves, Camilla Rutherford, Gina McKee, Philip Franks, Tony Hansford, Steven F Thompson, George Glasgow, Niki Angus-Campbell, Georgia Kemball, Nick Ashley, Ingrid Sophie Schram, Ellie Blackwell, Zarene Dallas, Brian Gleeson, Pauline Moriarty, Harriet Sansom Harris, Eric Sigmundsson, Phyllis MacMahon, Richard Graham, Silas Carson, Martin Dew, James Thomson, Tim Ahern, Lujza Richter, Leopoldine Hugo, Délia Rémy, Alice Grenier, Emma Clandon, Ian Harrod, Sarah Lamesch, Julia Davis, Nicholas Mander, Jordon Stevens, Michael Stevenson, Jane Perry, Charlotte Melen"
Pi,1998,"Bryan Spicer, Eagle Egilsson, Peter Weller, Krishna Rao, Ruba Nadda, Antonio Negret, Doug Hannah, David Straiton, Avi Youabian, Marcus Stokes, Lin Oeding, Karen Gaviola, Ron Underwood, Allison Liddi-Brown, Kristin Windell, Roderick Davis, Alexandra La Roche, Yangzom Brauen, Geoffrey Wing Shotz, Duane Clark, David Grossman, Justin Lin, Sylvain White, Carlos Bernard, Amanda Marsalis, Mark Tinker, Rocky Carroll, Bronwen Hughes, Maja Vrvilo, Kurt Jones, Lisa Robinson, Claudia Yarmy, Benny Boom, Jay Hernandez",,Movie,IsNot,,https://www.imdb.com//title/tt7942796/?ref_=fn_al_tt_1,Jay Hernandez
PK,2014,Rajkumar Hirani,,Movie,IsNot,,https://www.imdb.com//title/tt2338151/?ref_=fn_al_tt_1,"Aamir Khan, Anushka Sharma, Saurabh Shukla, Sushant Singh Rajput, Boman Irani, Parikshit Sahni, Amardeep Jha, Plabita Borthakur, Maanvi Gagroo, Tia Sharma, Sanjiv Kishinchandani, Rajinder Sharma Nanu, Sachin Parikh, Ram Sethi, Shaji Chaudhary, Ignace De Groote, Donder In t' Hooi, Dirk Wollaert, Julie Vandeweghe, Bright Piens, Sarabjeet Singh Lamba, Sai Gundewar, Jagvinder, Vijay Crishna, Dilip Bhatt, Rohitash Gaud, Gulshan Pandey, Ashok Vyas, Ajay Narwal, Sanjay Dutt, B.K. Sood, Reema Debnath, Govind Pandey, Brijendra Kala, Vishal Bhatt, Kiran Rathod, Satish Gautam, Atul Tiwari, Rajvir Tiwari, Rajiv Gupta, Madhumita Sen, Chinmoye Sen, Linda Cyril, Ruchi Upadhyay, Aditi David, Randy Mandis, Kevin Menezes, Nadeem Uddin, Rehman, Soli Marker, Karim Hajee, Aslam Iilahi, Madhu, Raj Sharma, Deepika Bharadwaj, Manoj Rajput, Hetal Puniwala, Joe Monteiro, Anil Charanjeett, Richa Anirudh, Vivek Sinha, Jeetendra Handa, Arun Bali, Kamlesh Gill, Jagesh Mukati, Neena Sharma, Yogesh, Rahoul Daswani, Jamed Ahmed, Arohi Mhatre, Deepti Rege, Pragati Joshi, Harish Iyer, Narendra Khatri, Jasmeet Singh, Suhas Joshi, Ajay Kumar, Tushar Jain, Devanand Paswan, Alok Pandey, Arun Singh, Ashwin Kaushal, Nishit Broker, Jagdeep Singh, Nitant Jain, Ekram Khan, Dharmendra, Adhraj Singh, Ankita Batra, Nimisha Goswami, Alessandra Lizzoli, Rukhsar Rehman"
